timestamp	title	description	evidence
2026-03-16T08:01:38.385425	C19orf85 - Mitotic Regulator Candidate Interacting with Aurora Kinases	C19orf85 encodes a 222 aa uncharacterized protein with no detectable normal tissue expression but cancer-enriched expression (HPA). Critically, STRING analysis reveals medium-confidence interactions with AURKA, AURKB, AURKC (aurora kinases), INCENP (chromosomal passenger complex), and DIABLO (apoptosis regulator) — all core cell cycle/mitosis regulators. This interaction network strongly suggests C19orf85 functions in mitotic spindle assembly, chromosome segregation, or apoptosis regulation. 10 	Evidence: UniProt A0A1B0GUS0 (222 aa), STRING AURKA-AURKB-INCENP-DIABLO network (mitosis/apoptosis axis), HPA cancer-enriched+not detected in normal tissues, ClinVar 10 pathogenic CNVs (dosage sensitivity), BLAST human-specific (limited conservation data)
2026-03-16T08:04:45.377596	C3orf85 - Dosage-Sensitive Dark Gene with Intestine-Enriched Expression	C3orf85 encodes a small 90 aa uncharacterized protein with no detectable protein domains (InterPro failed) and no known protein interactions (STRING negative). However, critical evidence reveals functional importance: (1) 11 pathogenic ClinVar CNVs (both copy number losses and gains) demonstrate strong dosage sensitivity — gene copy number changes cause disease; (2) HPA shows tissue-enhanced expression with intestine as top tissue (66.4 nTPM), plus cancer-enhanced expression pattern; (3) BLAST r	Evidence: UniProt A0A1B0GTC6 (90 aa), HPA intestine-enriched+cancer-enhanced expression, ClinVar 11 pathogenic CNVs (dosage sensitivity), BLAST human-specific only, InterPro no domains, STRING no interactions
2026-03-16T08:05:33.269834	C13orf46 - KLHL3 Interactor with Strong Dosage Sensitivity	C13orf46 encodes a 212 aa uncharacterized protein belonging to the conserved C13orf46-like protein family (InterPro IPR040020, PF27972). Critically, STRING analysis reveals medium-confidence interaction with KLHL3 (score 0.416) — KLHL3 is a substrate adaptor for cullin-RING ubiquitin ligases that regulates ion transport and blood pressure (mutations cause familial hyperkalemia/hypertension). This interaction suggests C13orf46 may function as a co-adaptor or regulator in the KLHL3-CUL3 ubiquitina	Evidence: UniProt A0A1B0GUA9 (212 aa), InterPro C13orf46-like family (IPR040020/PF27972), STRING KLHL3 interaction (ubiquitination axis), ClinVar 46 pathogenic CNVs (extreme dosage sensitivity), BLAST human-specific, HPA no data
2026-03-16T08:06:35.753468	C1orf116/SARG - Androgen-Regulated Receptor with HOMER1 Interaction Network	C1orf116 (SARG - Specifically Androgen-Regulated Gene protein) encodes a 601 aa transmembrane/cytosolic protein belonging to the conserved SARG family (InterPro IPR026152, PF15385). BLAST confirms strong mammalian conservation (60-70% identity in cow, mouse, rat). Critical functional insights: (1) STRING reveals high-confidence interaction with HOMER1 (score 0.829) — HOMER1 is a postsynaptic scaffolding protein that regulates metabotropic glutamate receptor signaling; (2) NKX3-1 interaction (0.5	Evidence: UniProt Q9BW04 (601 aa), InterPro SARG family (IPR026152/PF15385), STRING HOMER1 interaction (0.829, scaffolding axis), NKX3-1 link (androgen pathway), HPA esophagus/lung-enriched + cancer-enhanced, ClinVar 17 pathogenic CNVs (dosage sensitivity), BLAST mammalian conservation (60-70%)
2026-03-16T08:07:34.236629	C9orf152 - Nucleolar Protein with DUF4682 Domain and Strong Dosage Sensitivity	C9orf152 encodes a 239 aa uncharacterized nucleolar protein containing a conserved DUF4682 domain (PF15733, IPR032738) homologous to the C-terminal region of TBC1 domain family member 30. DUF4682 is a domain of unknown function found exclusively in this protein family. Critical functional insights: (1) STRING reveals interaction network including SMKR1 (splicing modulator), RAB30 (vesicle trafficking GTPase), and IL10RA (cytokine receptor) — suggests roles in RNA processing and membrane traffick	Evidence: UniProt Q5JTZ5 (239 aa), InterPro DUF4682 (PF15733/IPR032738), STRING SMKR1/RAB30/IL10RA interactions (RNA processing + trafficking axis), HPA nucleolar + intestine-enriched + cancer-enhanced, ClinVar 34 pathogenic CNVs (extreme dosage sensitivity), BLAST human-specific
2026-03-16T08:08:25.361797	C19orf47 - SAM Domain Protein in mRNA Export Complex with Muscle-Enriched Expression	C19orf47 encodes a 422 aa uncharacterized nucleoplasmic protein containing two distinct domains: (1) N-terminal SAM domain (sterile alpha motif, PF18017, IPR040772) — a protein-protein interaction module commonly found in transcription factors and signaling proteins; (2) C-terminal DUF5577 (PF17740, IPR041477) — a large domain of unknown function unique to this protein family. Critical functional insights: (1) STRING reveals interactions with NCBP3 (nuclear cap-binding complex subunit 3, 0.611 s	Evidence: UniProt Q8N9M1 (422 aa), InterPro SAM domain (PF18017/IPR040772) + DUF5577 (PF17740/IPR041477), STRING NCBP3/THOC1/THOC5 interactions (mRNA export axis), HPA nucleoplasm/nuclear speckles + skeletal muscle-enriched (335.4 nTPM), ClinVar 11 pathogenic variants (SNV+CNV), BLAST mammalian conservation (84-85%)
2026-03-16T08:10:10.336077	C17orf114 - Brain-Enriched Microprotein with Extreme Dosage Sensitivity	C17orf114 encodes a 79 aa uncharacterized microprotein with no detectable protein domains (InterPro negative), suggesting an intrinsically disordered region or novel fold. Critical functional insights: (1) HPA shows brain-enriched expression (6.3 nTPM top tissue) with predicted intracellular localization; (2) 11 pathogenic ClinVar CNVs (both copy number gains and losses across 17p13.2-13.3 region) demonstrate extreme dosage sensitivity, confirming essential biological function despite small size	Evidence: UniProt A0A1B0GUV1 (79 aa microprotein), InterPro no domains (intrinsically disordered), HPA brain-enriched (6.3 nTPM) + intracellular, ClinVar 11 pathogenic CNVs (extreme dosage sensitivity), BLAST human-specific, STRING no interactions
2026-03-16T08:12:45.654938	C15orf39 - Microglial NF-kappa-B Negative Regulator with DUF5525 Domain	C15orf39 encodes a 1047 aa uncharacterized protein containing a DUF5525 domain of unknown function spanning the entire sequence. Critical functional insights: (1) Recent literature (PubMed:38892217) demonstrates it negatively regulates microglial inflammatory responses by inhibiting NF-kappa-B signaling through direct interaction with PRMT2, reducing pro-inflammatory cytokine production; (2) HPA shows testis-enriched expression (69.4 nTPM) and bone marrow expression (58.4 nTPM) with cytosolic lo	Evidence: UniProt Q6ZRI6 (1047 aa), InterPro DUF5525 domain, STRING 10 interactions (C19orf47, CTBP1, PDCD1, PRMT2), HPA testis-enriched (69.4 nTPM) + cytosol, ClinVar 38 pathogenic CNVs, BLAST 71.9% mouse identity, PubMed:38892217 NF-kappa-B inhibition
2026-03-16T08:13:41.068798	NKAPD1 - NF-kappa-B Activating Protein with Splicing Factor Interactions	"NKAPD1 encodes a 292 aa uncharacterized protein containing a critical PFAM domain ""NF-kappa-B-activating protein"" (residues 88-163) - providing direct functional annotation despite ""dark gene"" status. Key insights: (1) InterPro reveals the NF-kappa-B-activating protein domain, strongly implicating it in inflammatory/immune signaling pathways; (2) STRING shows 10 interaction partners enriched for RNA processing machinery: PNN (pinin splicing factor), DHX8 (DEAD-box RNA helicase), SYF2 (spliceosom"	Evidence: UniProt Q6ZUT1 (292 aa), InterPro PF15692 NF-kappa-B-activating protein domain (88-163), STRING 10 interactions (CSNK2A1, PNN, DHX8, C9orf78), HPA ubiquitous expression + cytosol, ClinVar 18 pathogenic variants
2026-03-16T08:14:35.126315	C19orf47 - SAM Domain mRNA Export Adaptor in Nuclear Speckles	C19orf47 encodes a 422 aa uncharacterized protein with two critical domains: (1) N-terminal SAM domain (residues 45-109) - a protein-protein interaction module commonly found in RNA processing factors; (2) C-terminal DUF5577 domain (residues 130-418) - uncharacterized but specific to this protein family. Key functional insights: (1) Subcellular localization: nucleoplasm + nuclear speckles (sites of active transcription/splicing); (2) STRING interactions reveal mRNA export machinery: NCBP3 (nucle	Evidence: UniProt Q8N9M1 (422 aa), InterPro SAM domain (45-109) + DUF5577 (130-418), STRING 10 interactions (NCBP3, THOC1, THOC5, C15orf39, GPATCH1), HPA nuclear speckles + skeletal muscle (335.4 nTPM), ClinVar 11 pathogenic variants, BLAST 84.7% mouse identity
2026-03-16T08:15:40.665332	C9orf78 - U5 snRNA-Binding Splicing Factor with TLS1 Domain	C9orf78 encodes a 289 aa splicing factor containing a Telomere Length and Silencing Protein 1 (TLS1) domain spanning nearly the entire sequence (residues 5-287) and an HCA59 (hepatocellular carcinoma-associated antigen) domain (101-197). Key functional insights: (1) UniProt annotation confirms role in pre-mRNA splicing - specifically promotes usage of upstream 3′-splice sites at alternative NAGNAG splice sites, enabling fine-tuned alternative splicing regulation; (2) STRING reveals 10 high-confi	Evidence: UniProt Q9NZ63 (289 aa), InterPro TLS1 family (5-287) + HCA59 (101-197), STRING 10 spliceosome interactions (SNRNP200, PRPF8, SLU7), HPA nucleoplasm + ubiquitous, ClinVar 35 pathogenic variants, BLAST 95.8% mouse + Arabidopsis homolog
2026-03-16T08:16:43.520886	C10orf90/FATS - p53 Activating E3 Ubiquitin Ligase with ALMS1 Homology	C10orf90 (FATS) encodes a 699 aa tumor suppressor with E2-independent E3 ubiquitin-conjugating enzyme activity. Critical functional insights: (1) UniProt confirms it activates p53/TP53 by inhibiting MDM2 binding and stimulating non-proteolytic polyubiquitination of p53, sustaining G2/M checkpoint after DNA damage; (2) InterPro reveals two domains: N-terminal centrosomal C10orf90 domain (52-563) and C-terminal ALMS motif (569-697) - homologous to Alström syndrome protein 1, suggesting centrosomal	Evidence: UniProt Q96M02 (699 aa), InterPro ALMS motif (569-697) + centrosomal domain (52-563), STRING TP53/CEP295/DOCK1 interactions, HPA brain-enriched (18.7 nTPM) + cancer-enriched, ClinVar 70 pathogenic variants, BLAST 66.3% mouse + ALMS1 homology
2026-03-16T08:17:32.436453	C10orf88/PAAT - Mitochondrial ABC Transporter Regulator with Iron-Sulfur Cluster Homeostasis	C10orf88 (PAAT) encodes a 445 aa mitochondrial ATPase that regulates ABC transporter family members ABCB7, ABCB8/MITOSUR, and ABCB10. Critical functional insights: (1) UniProt confirms it regulates mitochondrial ferric concentration and heme biosynthesis through ABC transporter modulation; (2) InterPro reveals ATPase PAAT-like domain (residues 59-198) - the catalytic core for ATP hydrolysis; (3) STRING interactions include CLTC (clathrin heavy chain, 0.680), NADSYN1 (NAD synthase, 0.655), CCDC91	Evidence: UniProt Q9H8K7 (445 aa), InterPro ATPase PAAT-like domain (59-198), STRING 10 interactions (CLTC, NADSYN1, C19orf44), HPA ubiquitous + mitochondrial, ClinVar 51 pathogenic variants, BLAST 72% mouse identity
2026-03-16T08:18:33.881916	C17orf113 - SUMOylation Regulatory Protein with N-terminal Zinc Finger	"WARNING: This finding reports <40% identity between variants of the same gene. This is near random chance for nucleotides and likely a tool artifact (unaligned comparison). Verify with proper alignment before trusting this result.

C17orf113 encodes a 675 aa uncharacterized protein with two key functional features: (1) N-terminal probable zinc finger domain (residues 31-93) - suggests nucleic acid binding capability; (2) PANTHER annotation as ""Transcription and SUMOylation regulatory protein"" (r"	Evidence: UniProt A0A1B0GUU1 (675 aa), InterPro zinc finger (31-93) + SUMOylation regulatory family (17-665), STRING 1 weak interaction, HPA membrane protein + many tissues, ClinVar 3 pathogenic CNVs, BLAST ZNF862 homology
2026-03-16T08:19:19.681847	C10orf143 - Small Integral Membrane Protein Network Hub with Extreme Dosage Sensitivity	C10orf143 encodes a 108 aa small uncharacterized protein with remarkable functional signatures despite its minimal size. Critical functional insights: (1) BLAST shows 61.1% identity with mouse homolog (E=4.45e-38) - strong vertebrate conservation indicating functional constraint; (2) STRING reveals 10 high-confidence interactions forming a coherent network: EDDM13 (0.769), SMIM31/36/41/38 (0.59-0.62), CCDC201, TMDD1, SCYGR5/7, C1orf232 - all are small membrane/integral membrane proteins, suggest	Evidence: UniProt A0A1B0GUT2 (108 aa), BLAST 61.1% mouse conservation, STRING 10 membrane protein interactions (EDDM13, SMIM family), HPA ubiquitous + intracellular, ClinVar 36 pathogenic variants
2026-03-16T08:22:53.649792	SPMIP4 - Sperm Flagellar Microtubule Stabilizer with Dosage-Sensitive Male Fertility Role	SPMIP4 (C7orf31) encodes a 590 aa sperm-associated microtubule inner protein (MIP) with well-defined structural role in flagellar axoneme. Key findings: (1) Function: Part of dynein-decorated doublet microtubules (DMTs) in sperm flagellum axoneme - serves to reinforce and stabilize microtubule structure essential for sperm motility; (2) BLAST shows exceptional mammalian conservation: 82.9% bovine, 73.7% mouse, 72.7% rat identity (all E=0.0) - strong purifying selection indicates critical functio	Evidence: UniProt Q8N865 (590 aa), BLAST 82.9% bovine/73.7% mouse conservation, InterPro IPR027886 SPMIP4 family, HPA testis-enriched (61.2 nTPM), ClinVar 32 pathogenic CNV variants
2026-03-16T08:24:24.745246	C2orf74 - Centrosome-Associated DUF4642 Protein with Clinical CNV Burden	C2orf74 encodes a 187 aa uncharacterized protein containing DUF4642 domain (IPR027813, PF15484) spanning residues 28-187. Key findings: (1) Structural: Entire protein is a domain of unknown function - represents a compact single-domain protein; (2) Evolutionary: Moderate conservation with mouse ortholog (56.7% identity, E=2.46e-63) - suggests functional constraint but less than highly conserved structural proteins; (3) Localization: HPA assigns CENTROSOME localization - this is a critical clue s	Evidence: UniProt A8MZ97 (187 aa), BLAST 56.7% mouse conservation, InterPro IPR027813 DUF4642, HPA centrosome localization, ClinVar 21 pathogenic CNV variants, STRING interactions with nuclear pore proteins
2026-03-16T08:25:26.694965	C2orf72 - Liver-Enriched DUF4630 Protein with Dosage-Sensitive Clinical Variants	C2orf72 encodes a 295 aa uncharacterized protein containing DUF4630 domain (IPR027868, PF15443) at C-terminus (residues 139-293). Key findings: (1) Structural: Single DUF domain protein with N-terminal unstructured region - represents compact functional unit; (2) Evolutionary: 69.8% identity with mouse ortholog (E=9.93e-117) - moderate conservation indicating functional constraint; (3) Expression: HPA shows LIVER-ENHANCED expression (18.9 nTPM in liver vs 5.9 in brain) with group-enriched tissue	Evidence: UniProt A6NCS6 (295 aa), BLAST 69.8% mouse conservation, InterPro IPR027868 DUF4630, HPA liver-enriched (18.9 nTPM), ClinVar 29 pathogenic CNV variants, STRING interactions with CLBA1/ENTPD5
2026-03-16T08:26:49.248643	MCEMP1 - Mast Cell-Specific Immune Receptor with Lung/Bone Marrow Expression	MCEMP1 (C19orf59) encodes a 187 aa single-pass transmembrane protein specifically expressed in mast cells and myeloid lineage. Key findings: (1) Structure: Entire protein comprises MCEMP1 family domain (IPR038818) - represents a compact single-domain transmembrane receptor; (2) Expression: HPA shows GROUP-ENHANCED expression in LUNG (82.9 nTPM), BONE MARROW (77.3 nTPM), LYMPHOID TISSUE (49.5 nTPM) - classic mast cell tissue distribution pattern; (3) Localization: Plasma membrane - consistent wit	Evidence: UniProt Q8IX19 (187 aa), BLAST 43.9% mouse conservation, InterPro IPR038818 MCEMP1 family, HPA lung/bone marrow enriched, ClinVar 5 pathogenic CNV variants, STRING interactions with myeloid immune receptors
2026-03-16T08:29:34.639458	C4orf36 - DUF4522 Protein with Cilia/Adhesion Links and Clinical CNV Burden	C4orf36 encodes a 117 aa small protein entirely composed of DUF4522 domain (IPR027825) - a protein of unknown function family. Key findings: (1) Structure: Single-domain protein, no predicted transmembrane regions, classified as intracellular; (2) Conservation: 63.2% identity with mouse ortholog (E=5.42e-48), 59% with rat - moderate vertebrate conservation typical of functional proteins; (3) Localization: HPA indicates focal adhesion sites and cytosol - suggests role in cell adhesion/migration o	Evidence: UniProt Q96KX1 (117 aa), BLAST 63% mouse conservation, InterPro IPR027825 DUF4522 domain, HPA focal adhesion/cytosol, ClinVar 28 pathogenic CNV variants, STRING interactions with cilia/adhesion proteins CFAP299/ODAPH
2026-03-16T08:35:15.977088	FAM216A - Testis/Brain Expressed Dark Gene with Clinical Variants	FAM216A (C12orf24) is a conserved dark gene on chr12q24.11 encoding a 273 aa protein. Strong vertebrate conservation (80% cow, 66% mouse). Contains FAM216 family domain (IPR029373, PF15107). Localizes to actin filaments with enriched expression in testis (55.5 nTPM) and brain (30.4 nTPM). Interacts with GPN3, MAGEA10, CCDC34, ANAPC7 suggesting cell cycle/ubiquitination role. AlphaFold shows medium confidence (54.4 pLDDT) indicating partial disorder. ClinVar has 9 pathogenic CNV variants confirmi	Evidence: gene_info(29902), uniprot(Q8WUB2), blast(vertebrate conservation), interpro(FAM216 domain), string(10 interactions), hpa(testis/brain enriched), clinvar(9 pathogenic CNVs), alphafold(pLDDT=54.4)
2026-03-16T08:36:38.040239	FAM219B - Dark Gene with Clinical Significance	FAM219B is a conserved dark gene (198 aa) with significant clinical relevance. Contains FAM219 family domains (IPR029339, PF15260). Localizes to nucleoplasm and Golgi apparatus. Interacts with ELP complex (ELP1/2/3), ULK3, SCAMP2, and FAM221A - suggesting roles in transcriptional elongation and vesicle trafficking. ClinVar shows 38 pathogenic/likely pathogenic variants (mostly CNVs on chr15q24), indicating disease association despite limited functional characterization. Paralogs FAM219A exist ac	Evidence: UniProt Q5XKK7, BLAST homology to FAM219A (50% identity), InterPro domains, STRING PPIs, HPA subcellular localization, ClinVar 38 pathogenic variants
2026-03-16T08:38:29.384083	MTNAP1 - Mitochondrial DNA Copy Number Regulator	MTNAP1 (C17orf80) is a 609 aa mitochondrial nucleoid-associated protein that critically regulates mtDNA abundance. Contains N-terminal zinc finger domain (IPR060516, aa 9-31) for DNA binding. Highly conserved across vertebrates (95% orangutan, 47% mouse identity). Localizes to mitochondria and cytosol, expressed ubiquitously across all tissues. Binds dsDNA without sequence specificity to control mtDNA copy number. ClinVar shows 13 pathogenic/likely pathogenic variants (mostly chr17 CNVs), indica	Evidence: UniProt Q9BSJ5, BLAST conservation, InterPro zinc finger domain IPR060516, HPA mitochondrial localization, ClinVar 13 pathogenic variants, PubMed:37676315
2026-03-16T08:39:38.422893	C11orf87 - Brain-Enriched Membrane Dark Gene with Cancer Links	C11orf87 (LOH11CR1A/NEURIM1) is a 197 aa conserved dark gene encoding a predicted membrane protein. Highly conserved across vertebrates (98% orangutan, 88% rat, 86% mouse, 57% frog identity). No functional domains identified beyond uncharacterized family IPR037670. Brain-enriched expression (18.0 nTPM) with cancer-enhanced pattern. STRING interactions suggest connections to olfactory receptors (OR5W2), chaperonin complex (CCT8L2), and RhoGAP signaling (ARHGAP20). ClinVar shows 15 pathogenic/like	Evidence: UniProt Q6NUJ2, BLAST vertebrate conservation, InterPro IPR037670, STRING 8 PPIs, HPA brain enrichment 18.0 nTPM, ClinVar 15 pathogenic CNVs, gene aliases LOH11CR1A/NEURIM1
2026-03-16T08:40:47.243092	C19orf73 - DUF5538 Nuclear Dark Gene with CNV Disease Links	C19orf73 is a 129 aa conserved dark gene entirely composed of DUF5538 domain (IPR040779, aa 1-127). Localizes to nucleoplasm and cytosol. Brain-enriched expression (7.1 nTPM) with tissue-enhanced pattern. STRING interactions connect to other dark genes (FAM229A, C2orf68, SETSIP) and signaling proteins (RASA4B, ANKRD33B, TSPEAR), suggesting potential regulatory role. ClinVar shows 9 pathogenic/likely pathogenic copy number gain variants on 19q13.33, all with uncertain significance but indicating 	Evidence: UniProt Q9NVV2, InterPro DUF5538 IPR040779 (full-length), HPA nuclear/cytosolic localization 7.1 nTPM brain, STRING 6 PPIs with dark genes, ClinVar 9 pathogenic CNVs
2026-03-16T08:43:04.315226	C3orf85 - Intestine-Enriched Small Dark Gene with CNV Disease Links	C3orf85 is a 90 aa conserved dark gene encoding a small predicted intracellular protein. Intestine-enriched expression (66.4 nTPM) with additional expression in liver (18.5 nTPM) and kidney (13.0 nTPM). Cancer-enhanced expression pattern suggests potential oncogenic role. No protein-protein interactions detected in STRING (orphan protein). No functional domains identified by InterPro. ClinVar shows 11 pathogenic/likely pathogenic copy number variants on chromosome 3q, all with uncertain signific	Evidence: UniProt A0A1B0GTC6 (90 aa), HPA intestine enrichment 66.4 nTPM cancer-enhanced, STRING no interactions, ClinVar 11 pathogenic CNVs on 3q, gene location 3q13.13
2026-03-16T08:44:26.253253	C5orf22 - Nuclear Membrane Dark Gene with Arginase-like Domain and Splicing Network	C5orf22 (UPF0489 protein) is a 442 aa conserved dark gene encoding a nuclear membrane protein with peptide arginase FlmR/OhkR-like domain (IPR024131, aa 9-436) and UPF0489 domain (PF12640, aa 19-257). Highly conserved across vertebrates (98% orangutan, 78% mouse, 67% frog, 57% zebrafish identity). STRING interactions connect to splicing/nuclear factors: WBP11 (WW domain binding protein, 0.708 score), ELOF1 (elongation factor, 0.599), TRMT13 (tRNA methyltransferase, 0.579), SAYSD1, C5orf51, TPGS2	Evidence: UniProt Q49AR2 (442 aa), BLAST vertebrate conservation, InterPro IPR024131 arginase-like + PF12640 UPF0489, STRING 10 PPIs with splicing factors, HPA nuclear membrane immune-enriched, ClinVar 31 pathogenic variants including CNVs and splice sites
2026-03-16T08:45:45.373974	C1orf198 - Mitochondrial ETC-Associated Dark Gene with DUF4706 Domain and Brain Enrichment	C1orf198 is a 327 aa conserved dark gene encoding a cytosolic protein with DUF4706 domain (aa 31-134, IPR031600). Highly conserved across vertebrates (81% bovine, 76% mouse, 41% zebrafish identity). STRING reveals striking high-confidence interactions (0.96-0.99) exclusively with mitochondrial electron transport chain components: COX5A, COX7C, UQCRFS1, UQCRQ, UQCRB, CYC1, UQCR10, MT-CO3, MT-CO2, UQCRC2 — suggesting potential role in oxidative phosphorylation or ETC assembly despite cytosolic loc	Evidence: UniProt Q9H425 (327 aa), BLAST vertebrate conservation, InterPro DUF4706 IPR031600, STRING 10 ETC protein interactions (0.96-0.99 scores), HPA brain 144 nTPM cytosolic, ClinVar 43 pathogenic variants
2026-03-16T08:49:16.704098	C8orf48 - Testis-Enriched Nuclear Dark Gene with DUF4606 and Chromatin Interaction Network	C8orf48 (Q96LL4) is a 319 aa conserved dark gene encoding a nucleoplasmic/cytosolic protein with DUF4606 domain (aa 166-268, IPR027932). Moderately conserved in mouse (57.2% identity). STRING interactions reveal connections to zinc finger chromatin regulators: ZNF878 (0.578), ZNF14 (0.447), LONRF1 (0.547), TRMT9B (tRNA methyltransferase, 0.453), and VXN (0.435), suggesting potential role in chromatin regulation or transcriptional control. HPA shows testis-enriched expression (6.5 nTPM), cancer-e	Evidence: UniProt Q96LL4 (319 aa), BLAST mouse 57.2% conservation, InterPro DUF4606 IPR027932 (aa 166-268), STRING 5 PPIs with ZNF/TRMT chromatin factors, HPA testis 6.5 nTPM nucleoplasmic, ClinVar 89 pathogenic CNVs on 8p
2026-03-16T08:50:30.550734	C19orf85 - Cancer-Enriched Mitotic Regulator Candidate with Aurora Kinase Interactome	C19orf85 (A0A1B0GUS0) is a 222 aa uncharacterized dark gene with striking protein-protein interactions exclusively with mitotic regulators: Aurora kinases AURKA, AURKB, AURKC (all 0.446 confidence) and INCENP (0.414) — core components of the chromosomal passenger complex essential for mitosis. Also interacts with DIABLO (0.406), an apoptosis regulator. HPA shows cancer-enriched expression pattern with no detection in normal tissues, suggesting oncogenic potential. ClinVar contains 10 pathogenic/	Evidence: UniProt A0A1B0GUS0 (222 aa), BLAST human-specific, STRING 6 PPIs with Aurora kinases/INCENP/DIABLO, HPA cancer-enriched no normal tissue, ClinVar 10 pathogenic 19q CNV gains
2026-03-16T08:51:28.035675	C19orf44 - Conserved Nuclear-Ciliary Dark Gene with DUF4614 and Diverse Protein Network	C19orf44 (Q9H6X5) is a 657 aa uncharacterized dark gene containing DUF4614 domain (aa 466-641, IPR027884). Moderately conserved in mammals (49.7% identity with mouse/rat). STRING interactions reveal diverse network: PROSER3 (0.706, tumor suppressor), HPCAL1 (0.591, neuronal calcium sensor), C10orf88 (0.552, another dark gene), zinc finger transcription factors ZNF440/ZNF430, CASC3 (0.461, mRNA splicing/exon junction complex), CEP170 (0.424, centrosomal/ciliary protein), and CDC42EP3 (0.407, cyto	Evidence: UniProt Q9H6X5 (657 aa), BLAST mouse 49.7% conservation, InterPro DUF4614 IPR027884 (aa 466-641), STRING 10 PPIs with PROSER3/CASC3/CEP170/ZNFs, HPA ubiquitous immune-enhanced nucleoplasmic+ciliary, ClinVar 11 pathogenic 19p CNVs
2026-03-16T08:53:41.166555	C15orf39 - Microglial NF-kappa-B Negative Regulator with DUF5525 and Immune Function	C15orf39 (Q6ZRI6) is a 1047 aa dark gene encoding a cytosolic protein containing DUF5525 domain (aa 1-1047, IPR037656). Well conserved in mouse (71.9% identity). Recent literature (PubMed:38892217) reveals function: negatively regulates microglial inflammatory responses by inhibiting NF-kappa-B signaling through PRMT2 interaction, reducing pro-inflammatory cytokine production. STRING interactions include FAM219B (0.569), UBL7 (0.480), CTBP1 (0.466, transcriptional corepressor), C19orf47 (0.451, 	Evidence: UniProt Q6ZRI6 (1047 aa), BLAST mouse 71.9% conservation, InterPro DUF5525 IPR037656 (aa 1-1047), STRING 10 PPIs with CTBP1/TINF2/PDCD1/C19orf47, HPA testis 69.4 nTPM bone marrow 58.4 nTPM cytosolic, ClinVar 38 pathogenic 15q CNVs, PubMed:38892217 NF-kappa-B/PRMT2 regulation
2026-03-16T08:54:21.860648	C11orf87 - Brain-Enriched Membrane Dark Gene with Primate Conservation and Cancer Association	C11orf87 (Q6NUJ2) is a 197 aa uncharacterized dark gene encoding a predicted membrane protein. Highly conserved across primates (98% identity with orangutan/macaque) and mammals (86-88% mouse/rat), with distant homolog in Xenopus (57.5%), indicating ancient evolutionary origin. Contains C11orf87 family domain (IPR037670, aa 1-197). STRING interactions suggest membrane/trafficking function: CCT8L2 (0.479, chaperonin complex), TMEM17 (0.461, transmembrane protein), TMEM87A (0.448), COLCA2 (0.468, 	Evidence: UniProt Q6NUJ2 (197 aa), BLAST primate 98%/mammal 86-88%/Xenopus 57.5% conservation, InterPro IPR037670 (aa 1-197), STRING 8 PPIs with CCT8L2/TMEM17/COLCA2/ARHGAP20, HPA brain 18.0 nTPM cancer-enhanced membrane, ClinVar 15 pathogenic 11q CNVs
2026-03-16T08:55:15.444248	C8orf48 - Testis-Enriched Nuclear Dark Gene with DUF4606 and Zinc Finger Interactome	C8orf48 (Q96LL4) is a 319 aa uncharacterized dark gene containing DUF4606 domain (aa 166-268, IPR027932). Moderately conserved in mouse (57.2% identity), indicating mammalian conservation. STRING interactions reveal nuclear/transcriptional network: ZNF878 (0.578, zinc finger transcription factor), ZNF14 (0.447, zinc finger protein), TRMT9B (0.453, tRNA methyltransferase), LONRF1 (0.547, E3 ubiquitin ligase), and VXN (0.435, cytoskeletal protein). HPA shows testis-enriched expression (6.5 nTPM), 	Evidence: UniProt Q96LL4 (319 aa), BLAST mouse 57.2% conservation, InterPro DUF4606 IPR027932 (aa 166-268), STRING 5 PPIs with ZNF878/ZNF14/TRMT9B/LONRF1, HPA testis 6.5 nTPM cancer-enhanced nucleoplasmic, ClinVar 89 pathogenic 8p CNVs
2026-03-16T08:56:01.293882	C10orf67 - Mitochondrial-Ciliary Dark Gene with Dual DUF Domains and Centrosome Interactome	C10orf67 (Q8IYJ2) is a 551 aa uncharacterized dark gene encoding a mitochondrial protein containing two conserved domains: DUF4709 (aa 70-179, IPR031651) and DUF4724 (aa 458-546, IPR031711). STRING interactions reveal cilia/centrosome network: CFAP100 (0.610, cilia/flagella assembly protein), CEP72 (0.594, centrosomal protein), CCDC38 (0.475, coiled-coil centrosomal protein), C2orf81 (0.602, another dark gene), ARMC3 (0.420, armadillo repeat protein), and ANXA11 (0.400, annexin membrane traffick	Evidence: UniProt Q8IYJ2 (551 aa mitochondrial), InterPro DUF4709 IPR031651 (aa 70-179) + DUF4724 IPR031711 (aa 458-546), STRING 6 PPIs with CFAP100/CEP72/CCDC38/C2orf81, HPA testis 11.6 nTPM choroid plexus 5.4 nTPM vesicles/microtubules/mitochondria, ClinVar 11 pathogenic 10p CNVs
